basin,month,day,min_rain,max_rain,perc10,perc25,perc75,perc90,median_rain
Bexar,1,1,0,0.35557153069211256,0,0,6.681657885037916e-5,0.09461418460431835,0
Bexar,1,2,0,0.3929234983167484,0,0,0.04396558320213617,0.18307131078505412,0
Bexar,1,3,0,1.1818165486963743,0,0,0.241734931524366,0.8848488282875293,2.671389718940247e-4
Bexar,1,4,0,1.3301738935928358,0,0,0.3436842580704195,0.9181128116514091,0.00774546566134526
Bexar,1,5,0,1.3301738935928358,0,6.681657885037916e-5,0.35057556907293497,1.018190276459415,0.02924845863406332
Bexar,1,6,0,1.3301738935928358,0,6.681657885037916e-5,0.35084368852858083,1.018190276459415,0.02961607416588468
Bexar,1,7,0,1.3340332914824335,0,2.003860647973915e-4,0.36214929618317415,1.018190276459415,0.02961607416588468
Bexar,1,8,0,1.3340332914824335,0,0.005435646609534278,0.36214929618317415,1.2257512264685384,0.07480913039425467
Bexar,1,9,0,2.1993954001015004,0.002723513232745654,0.019605973541243875,0.9036831061266135,1.3274623440716522,0.18736182933254025
Bexar,1,10,0,2.2574720662455725,0.002723513232745654,0.02459149671158318,0.9365104791306582,1.3274623440716522,0.18736182933254025
Bexar,1,11,0,2.2574720662455725,0.011365797599501059,0.028451115334651004,1.0895512297246828,1.3330669356051845,0.2762633019553064
Bexar,1,12,0,2.259716267122102,0.011365797599501059,0.036555259950213324,1.1582415565805289,1.3330669356051845,0.34002884544481055
Bexar,1,13,0,2.2600796370779763,0.011365797599501059,0.05958943904427334,1.1582415565805289,1.4869418373607364,0.3461158463650491
Bexar,1,14,0,2.2600796370779763,0.016245754382213703,0.09524891516387035,1.1582415565805289,1.495340389707334,0.35521082856374886
Bexar,1,15,0,2.2604635613648507,0.037354166290268026,0.11593890183260636,1.2335511992735142,1.693610928705266,0.45126328101989865
Bexar,1,16,0,2.794802374307219,0.0899991093899489,0.1471758878240234,1.3551086489070583,2.238461342938013,0.6908309466681202
